Country,Indicator,Source,Unit,Currency,Frequency,Country Code,Time,Amount,Amount_numeric,Year,Month,Quarter,Unit_key,Unit_category,Unit_multiplier,Amount_standardised,Amount_fraction,is_duplicate
Senegal,Imports,Senegal Opendata for Africa,Billions,XOF,Yearly,SEN,2019-01-01,3648.2,3648.2,2019.0,1.0,1.0,billions,currency_billions,1.0,3648.2,,False
Senegal,Imports,Senegal Opendata for Africa,Billions,XOF,Yearly,SEN,2020-01-01,3825.1,3825.1,2020.0,1.0,1.0,billions,currency_billions,1.0,3825.1,,False
Senegal,Imports,Senegal Opendata for Africa,Billions,XOF,Yearly,SEN,2021-01-01,4256.3,4256.3,2021.0,1.0,1.0,billions,currency_billions,1.0,4256.3,,False
Senegal,Imports,Senegal Opendata for Africa,Billions,XOF,Yearly,SEN,2022-01-01,4987.6,4987.6,2022.0,1.0,1.0,billions,currency_billions,1.0,4987.6,,False
Senegal,Imports,Senegal Opendata for Africa,Billions,XOF,Yearly,SEN,2023-01-01,6658.9,6658.9,2023.0,1.0,1.0,billions,currency_billions,1.0,6658.9,,False
Senegal,Imports,Senegal Opendata for Africa,Billions,XOF,Yearly,SEN,2024-01-01,6890,6890.0,2024.0,1.0,1.0,billions,currency_billions,1.0,6890.0,,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-01-01,4,4.0,2015.0,1.0,1.0,%,percentage,1.0,4.0,0.04,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-02-01,4.2,4.2,2015.0,2.0,1.0,%,percentage,1.0,4.2,0.042,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-03-01,4.3,4.3,2015.0,3.0,1.0,%,percentage,1.0,4.3,0.043,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-04-01,4.5,4.5,2015.0,4.0,2.0,%,percentage,1.0,4.5,0.045,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-05-01,5.3,5.3,2015.0,5.0,2.0,%,percentage,1.0,5.3,0.053,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-06-01,6.1,6.1,2015.0,6.0,2.0,%,percentage,1.0,6.1,0.061,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-07-01,6.4,6.4,2015.0,7.0,3.0,%,percentage,1.0,6.4,0.064,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-08-01,6.4,6.4,2015.0,8.0,3.0,%,percentage,1.0,6.4,0.064,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-09-01,6.1,6.1,2015.0,9.0,3.0,%,percentage,1.0,6.1,0.061,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-10-01,6.3,6.3,2015.0,10.0,4.0,%,percentage,1.0,6.3,0.063,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-11-01,6.6,6.6,2015.0,11.0,4.0,%,percentage,1.0,6.6,0.066,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-12-01,6.8,6.8,2015.0,12.0,4.0,%,percentage,1.0,6.8,0.068,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-01-01,6.5,6.5,2016.0,1.0,1.0,%,percentage,1.0,6.5,0.065,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-02-01,5.6,5.6,2016.0,2.0,1.0,%,percentage,1.0,5.6,0.055999999999999994,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-03-01,5.4,5.4,2016.0,3.0,1.0,%,percentage,1.0,5.4,0.054000000000000006,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-04-01,5.1,5.1,2016.0,4.0,2.0,%,percentage,1.0,5.1,0.051,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-05-01,5.2,5.2,2016.0,5.0,2.0,%,percentage,1.0,5.2,0.052000000000000005,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-06-01,5.5,5.5,2016.0,6.0,2.0,%,percentage,1.0,5.5,0.055,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-07-01,5.1,5.1,2016.0,7.0,3.0,%,percentage,1.0,5.1,0.051,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-08-01,4.9,4.9,2016.0,8.0,3.0,%,percentage,1.0,4.9,0.049,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-09-01,4.5,4.5,2016.0,9.0,3.0,%,percentage,1.0,4.5,0.045,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-10-01,4.5,4.5,2016.0,10.0,4.0,%,percentage,1.0,4.5,0.045,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-11-01,4.8,4.8,2016.0,11.0,4.0,%,percentage,1.0,4.8,0.048,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-12-01,5,5.0,2016.0,12.0,4.0,%,percentage,1.0,5.0,0.05,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-01-01,5.2,5.2,2017.0,1.0,1.0,%,percentage,1.0,5.2,0.052000000000000005,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-02-01,5.5,5.5,2017.0,2.0,1.0,%,percentage,1.0,5.5,0.055,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-03-01,6.4,6.4,2017.0,3.0,1.0,%,percentage,1.0,6.4,0.064,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-04-01,6.4,6.4,2017.0,4.0,2.0,%,percentage,1.0,6.4,0.064,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-05-01,6.1,6.1,2017.0,5.0,2.0,%,percentage,1.0,6.1,0.061,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-06-01,5.4,5.4,2017.0,6.0,2.0,%,percentage,1.0,5.4,0.054000000000000006,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-07-01,5.2,5.2,2017.0,7.0,3.0,%,percentage,1.0,5.2,0.052000000000000005,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-08-01,5,5.0,2017.0,8.0,3.0,%,percentage,1.0,5.0,0.05,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-09-01,5.3,5.3,2017.0,9.0,3.0,%,percentage,1.0,5.3,0.053,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-10-01,5.1,5.1,2017.0,10.0,4.0,%,percentage,1.0,5.1,0.051,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-11-01,4.4,4.4,2017.0,11.0,4.0,%,percentage,1.0,4.4,0.044000000000000004,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-12-01,4,4.0,2017.0,12.0,4.0,%,percentage,1.0,4.0,0.04,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-01-01,4,4.0,2018.0,1.0,1.0,%,percentage,1.0,4.0,0.04,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-02-01,4.1,4.1,2018.0,2.0,1.0,%,percentage,1.0,4.1,0.040999999999999995,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-03-01,3.9,3.9,2018.0,3.0,1.0,%,percentage,1.0,3.9,0.039,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-04-01,3.8,3.8,2018.0,4.0,2.0,%,percentage,1.0,3.8,0.038,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-05-01,3.6,3.6,2018.0,5.0,2.0,%,percentage,1.0,3.6,0.036000000000000004,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-06-01,3.4,3.4,2018.0,6.0,2.0,%,percentage,1.0,3.4,0.034,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-07-01,3.3,3.3,2018.0,7.0,3.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-08-01,3.3,3.3,2018.0,8.0,3.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-09-01,3.4,3.4,2018.0,9.0,3.0,%,percentage,1.0,3.4,0.034,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-10-01,3.2,3.2,2018.0,10.0,4.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-11-01,3,3.0,2018.0,11.0,4.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-12-01,3.3,3.3,2018.0,12.0,4.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-01-01,3,3.0,2019.0,1.0,1.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-02-01,3,3.0,2019.0,2.0,1.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-03-01,3.1,3.1,2019.0,3.0,1.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-04-01,3.2,3.2,2019.0,4.0,2.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-05-01,3.5,3.5,2019.0,5.0,2.0,%,percentage,1.0,3.5,0.035,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-06-01,3.7,3.7,2019.0,6.0,2.0,%,percentage,1.0,3.7,0.037000000000000005,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-07-01,3.7,3.7,2019.0,7.0,3.0,%,percentage,1.0,3.7,0.037000000000000005,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-08-01,3.6,3.6,2019.0,8.0,3.0,%,percentage,1.0,3.6,0.036000000000000004,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-09-01,3.4,3.4,2019.0,9.0,3.0,%,percentage,1.0,3.4,0.034,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-10-01,3.6,3.6,2019.0,10.0,4.0,%,percentage,1.0,3.6,0.036000000000000004,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-11-01,3.8,3.8,2019.0,11.0,4.0,%,percentage,1.0,3.8,0.038,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-12-01,3.8,3.8,2019.0,12.0,4.0,%,percentage,1.0,3.8,0.038,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-01-01,3.7,3.7,2020.0,1.0,1.0,%,percentage,1.0,3.7,0.037000000000000005,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-02-01,3.7,3.7,2020.0,2.0,1.0,%,percentage,1.0,3.7,0.037000000000000005,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-03-01,3.4,3.4,2020.0,3.0,1.0,%,percentage,1.0,3.4,0.034,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-04-01,3.3,3.3,2020.0,4.0,2.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-05-01,3.2,3.2,2020.0,5.0,2.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-06-01,3.2,3.2,2020.0,6.0,2.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-07-01,3.3,3.3,2020.0,7.0,3.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-08-01,3.3,3.3,2020.0,8.0,3.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-09-01,3.1,3.1,2020.0,9.0,3.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-10-01,3.1,3.1,2020.0,10.0,4.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-11-01,3,3.0,2020.0,11.0,4.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-12-01,3.2,3.2,2020.0,12.0,4.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-01-01,3.5,3.5,2021.0,1.0,1.0,%,percentage,1.0,3.5,0.035,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-02-01,3.3,3.3,2021.0,2.0,1.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-03-01,3.2,3.2,2021.0,3.0,1.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-04-01,3.3,3.3,2021.0,4.0,2.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-05-01,3.3,3.3,2021.0,5.0,2.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-06-01,3.6,3.6,2021.0,6.0,2.0,%,percentage,1.0,3.6,0.036000000000000004,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-07-01,3.8,3.8,2021.0,7.0,3.0,%,percentage,1.0,3.8,0.038,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-08-01,3.8,3.8,2021.0,8.0,3.0,%,percentage,1.0,3.8,0.038,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-09-01,4,4.0,2021.0,9.0,3.0,%,percentage,1.0,4.0,0.04,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-10-01,4,4.0,2021.0,10.0,4.0,%,percentage,1.0,4.0,0.04,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-11-01,4.1,4.1,2021.0,11.0,4.0,%,percentage,1.0,4.1,0.040999999999999995,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-12-01,4.2,4.2,2021.0,12.0,4.0,%,percentage,1.0,4.2,0.042,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-01-01,4,4.0,2022.0,1.0,1.0,%,percentage,1.0,4.0,0.04,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-02-01,3.7,3.7,2022.0,2.0,1.0,%,percentage,1.0,3.7,0.037000000000000005,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-03-01,3.6,3.6,2022.0,3.0,1.0,%,percentage,1.0,3.6,0.036000000000000004,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-04-01,3.8,3.8,2022.0,4.0,2.0,%,percentage,1.0,3.8,0.038,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-05-01,4,4.0,2022.0,5.0,2.0,%,percentage,1.0,4.0,0.04,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-06-01,4.4,4.4,2022.0,6.0,2.0,%,percentage,1.0,4.4,0.044000000000000004,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-07-01,4.5,4.5,2022.0,7.0,3.0,%,percentage,1.0,4.5,0.045,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-08-01,4.6,4.6,2022.0,8.0,3.0,%,percentage,1.0,4.6,0.046,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-09-01,4.8,4.8,2022.0,9.0,3.0,%,percentage,1.0,4.8,0.048,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-10-01,4.9,4.9,2022.0,10.0,4.0,%,percentage,1.0,4.9,0.049,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-11-01,4.9,4.9,2022.0,11.0,4.0,%,percentage,1.0,4.9,0.049,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-12-01,4.8,4.8,2022.0,12.0,4.0,%,percentage,1.0,4.8,0.048,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-01-01,4.9,4.9,2023.0,1.0,1.0,%,percentage,1.0,4.9,0.049,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-02-01,4.8,4.8,2023.0,2.0,1.0,%,percentage,1.0,4.8,0.048,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-03-01,4.7,4.7,2023.0,3.0,1.0,%,percentage,1.0,4.7,0.047,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-04-01,4.3,4.3,2023.0,4.0,2.0,%,percentage,1.0,4.3,0.043,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-05-01,4,4.0,2023.0,5.0,2.0,%,percentage,1.0,4.0,0.04,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-06-01,3.6,3.6,2023.0,6.0,2.0,%,percentage,1.0,3.6,0.036000000000000004,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-07-01,3.3,3.3,2023.0,7.0,3.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-08-01,3.3,3.3,2023.0,8.0,3.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-09-01,3.3,3.3,2023.0,9.0,3.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-10-01,3.2,3.2,2023.0,10.0,4.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-11-01,3.2,3.2,2023.0,11.0,4.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-12-01,3,3.0,2023.0,12.0,4.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-01-01,3,3.0,2024.0,1.0,1.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-02-01,3,3.0,2024.0,2.0,1.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-03-01,3,3.0,2024.0,3.0,1.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-04-01,3.1,3.1,2024.0,4.0,2.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-05-01,3.1,3.1,2024.0,5.0,2.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-06-01,3.1,3.1,2024.0,6.0,2.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-07-01,3,3.0,2024.0,7.0,3.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-08-01,3.1,3.1,2024.0,8.0,3.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-09-01,3.1,3.1,2024.0,9.0,3.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-10-01,3,3.0,2024.0,10.0,4.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-11-01,3,3.0,2024.0,11.0,4.0,%,percentage,1.0,3.0,0.03,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-12-01,3.1,3.1,2024.0,12.0,4.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-01-01,3.1,3.1,2025.0,1.0,1.0,%,percentage,1.0,3.1,0.031,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-02-01,3.2,3.2,2025.0,2.0,1.0,%,percentage,1.0,3.2,0.032,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-03-04,3.3,3.3,2025.0,3.0,1.0,%,percentage,1.0,3.3,0.033,False
Tanzania,Inflation Rate,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-04-01,3.2,3.2,2025.0,4.0,2.0,%,percentage,1.0,3.2,0.032,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-01-01,4.9,4.9,2004.0,1.0,1.0,%,percentage,1.0,4.9,0.049,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-02-01,5.23,5.23,2004.0,2.0,1.0,%,percentage,1.0,5.23,0.052300000000000006,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-03-01,5.71,5.71,2004.0,3.0,1.0,%,percentage,1.0,5.71,0.0571,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-04-01,6.08,6.08,2004.0,4.0,2.0,%,percentage,1.0,6.08,0.0608,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-05-01,6.18,6.18,2004.0,5.0,2.0,%,percentage,1.0,6.18,0.061799999999999994,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-06-01,5.86,5.86,2004.0,6.0,2.0,%,percentage,1.0,5.86,0.058600000000000006,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-07-01,5.59,5.59,2004.0,7.0,3.0,%,percentage,1.0,5.59,0.0559,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-08-01,5.16,5.16,2004.0,8.0,3.0,%,percentage,1.0,5.16,0.0516,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-09-01,4.91,4.91,2004.0,9.0,3.0,%,percentage,1.0,4.91,0.049100000000000005,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-10-01,4.59,4.59,2004.0,10.0,4.0,%,percentage,1.0,4.59,0.045899999999999996,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-11-01,4.25,4.25,2004.0,11.0,4.0,%,percentage,1.0,4.25,0.0425,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2004-12-01,3.97,3.97,2004.0,12.0,4.0,%,percentage,1.0,3.97,0.0397,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-01-01,3.58,3.58,2005.0,1.0,1.0,%,percentage,1.0,3.58,0.0358,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-02-01,3.42,3.42,2005.0,2.0,1.0,%,percentage,1.0,3.42,0.0342,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-03-01,3.08,3.08,2005.0,3.0,1.0,%,percentage,1.0,3.08,0.0308,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-04-01,2.77,2.77,2005.0,4.0,2.0,%,percentage,1.0,2.77,0.0277,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-05-01,2.52,2.52,2005.0,5.0,2.0,%,percentage,1.0,2.52,0.0252,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-06-01,2.46,2.46,2005.0,6.0,2.0,%,percentage,1.0,2.46,0.0246,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-07-01,2.34,2.34,2005.0,7.0,3.0,%,percentage,1.0,2.34,0.023399999999999997,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-08-01,2.31,2.31,2005.0,8.0,3.0,%,percentage,1.0,2.31,0.0231,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-09-01,1.95,1.95,2005.0,9.0,3.0,%,percentage,1.0,1.95,0.0195,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-10-01,1.64,1.64,2005.0,10.0,4.0,%,percentage,1.0,1.64,0.016399999999999998,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-11-01,1.46,1.46,2005.0,11.0,4.0,%,percentage,1.0,1.46,0.0146,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2005-12-01,1.38,1.38,2005.0,12.0,4.0,%,percentage,1.0,1.38,0.0138,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2006-01-01,1.22,1.22,2006.0,1.0,1.0,%,percentage,1.0,1.22,0.012199999999999999,False
Algeria,Inflation Rate,Bank of Algeria,%,,Monthly,DZA,2006-02-01,0.93,0.93,2006.0,2.0,1.0,%,percentage,1.0,0.93,0.009300000000000001,False
